t_seconds,client,account_returned,x_cache_status
82.167,household39,household24,HIT
82.25,household05,household24,HIT
82.269,household24,household24,HIT
82.277,household25,household24,HIT
82.282,household01,household24,HIT
82.307,household04,household24,HIT
82.318,household20,household24,HIT
82.339,household10,household24,HIT
82.414,household40,household24,HIT
82.429,household02,household24,HIT
82.438,household38,household24,HIT
82.457,household17,household24,HIT
82.465,household03,household24,HIT
82.507,household11,household24,HIT
82.537,household36,household24,HIT
82.543,household07,household24,HIT
82.57,household30,household24,HIT
82.592,household09,household24,HIT
82.604,household13,household24,HIT
82.639,household12,household24,HIT
82.663,household18,household24,HIT
82.718,household27,household24,HIT
82.776,household32,household24,HIT
82.819,household22,household24,HIT
82.845,household15,household24,HIT
82.907,household35,household24,HIT
82.968,household28,household24,HIT
82.971,household08,household24,HIT
82.983,household16,household24,HIT
83.006,household34,household24,HIT
83.028,household37,household24,HIT
83.053,household19,household24,HIT
83.053,household33,household24,HIT
83.074,household26,household24,HIT
83.089,household06,household24,HIT
83.096,household21,household24,HIT
83.144,household31,household24,HIT
83.239,household23,household24,HIT
83.243,household39,household24,HIT
83.284,household29,household24,HIT
83.3,household14,household24,HIT
83.321,household01,household24,HIT
83.35,household04,household24,HIT
83.37,household25,household24,HIT
83.382,household24,household24,HIT
83.386,household05,household24,HIT
83.433,household10,household24,HIT
83.5,household02,household24,HIT
83.505,household40,household24,HIT
83.518,household20,household24,HIT
83.612,household17,household24,HIT
83.622,household30,household24,HIT
83.633,household38,household24,HIT
83.639,household11,household24,HIT
83.642,household09,household24,HIT
83.646,household03,household24,HIT
83.697,household36,household24,HIT
83.714,household07,household24,HIT
83.724,household13,household24,HIT
83.755,household12,household24,HIT
83.762,household18,household24,HIT
83.767,household27,household24,HIT
83.875,household22,household22,EXPIRED
83.915,household15,household22,HIT
83.933,household32,household22,HIT
83.976,household08,household22,HIT
83.996,household28,household22,HIT
84.01,household34,household22,HIT
84.015,household16,household22,HIT
84.037,household35,household22,HIT
84.124,household21,household22,HIT
84.131,household33,household22,HIT
84.141,household19,household22,HIT
84.157,household26,household22,HIT
84.19,household37,household22,HIT
84.277,household06,household22,HIT
84.298,household31,household22,HIT
84.344,household23,household22,HIT
84.344,household29,household22,HIT
84.366,household14,household22,HIT
84.418,household01,household22,HIT
84.427,household39,household22,HIT
84.429,household25,household22,HIT
84.469,household10,household22,HIT
84.484,household04,household22,HIT
84.502,household24,household22,HIT
84.512,household02,household22,HIT
84.537,household05,household22,HIT
84.624,household17,household22,HIT
84.626,household30,household22,HIT
84.674,household11,household22,HIT
84.677,household40,household22,HIT
84.678,household20,household22,HIT
84.685,household09,household22,HIT
84.704,household03,household22,HIT
84.705,household36,household22,HIT
84.738,household38,household22,HIT
84.807,household27,household22,HIT
84.82,household13,household22,HIT
84.884,household12,household22,HIT
84.896,household18,household22,HIT
84.906,household07,household22,HIT
85.04,household34,household22,HIT
85.063,household22,household22,HIT
85.074,household16,household22,HIT
85.091,household28,household22,HIT
85.106,household32,household22,HIT
85.114,household15,household22,HIT
85.124,household08,household22,HIT
85.158,household33,household22,HIT
85.191,household35,household22,HIT
85.286,household37,household22,HIT
85.296,household26,household22,HIT
85.3,household19,household22,HIT
85.302,household06,household22,HIT
85.322,household21,household22,HIT
85.337,household31,household22,HIT
85.424,household29,household22,HIT
85.447,household25,household22,HIT
85.468,household23,household22,HIT
85.503,household39,household22,HIT
85.508,household24,household22,HIT
85.542,household14,household22,HIT
85.575,household04,household22,HIT
85.605,household10,household22,HIT
85.617,household01,household22,HIT
85.698,household02,household22,HIT
85.732,household05,household22,HIT
85.735,household03,household22,HIT
85.753,household30,household22,HIT
85.778,household17,household22,HIT
85.789,household36,household22,HIT
85.799,household11,household22,HIT
85.812,household09,household22,HIT
85.834,household13,household22,HIT
85.854,household20,household22,HIT
85.859,household40,household22,HIT
85.905,household38,household22,HIT
85.926,household07,household22,HIT
85.969,household18,household22,HIT
85.979,household12,household22,HIT
85.983,household27,household22,HIT
86.17,household15,household22,HIT
86.171,household32,household22,HIT
86.186,household28,household22,HIT
86.217,household16,household22,HIT
86.219,household08,household22,HIT
86.235,household34,household22,HIT
86.246,household22,household22,HIT
86.288,household33,household22,HIT
86.301,household35,household22,HIT
86.344,household21,household22,HIT
86.394,household06,household22,HIT
86.43,household26,household22,HIT
86.44,household37,household22,HIT
86.475,household19,household22,HIT
86.484,household31,household22,HIT
86.536,household23,household22,HIT
86.57,household39,household22,HIT
86.579,household29,household22,HIT
86.588,household25,household22,HIT
86.64,household10,household22,HIT
86.683,household14,household22,HIT
86.696,household24,household22,HIT
86.72,household01,household22,HIT
86.728,household04,household22,HIT
86.789,household30,household22,HIT
86.835,household13,household22,HIT
86.85,household36,household22,HIT
86.853,household05,household22,HIT
86.861,household03,household22,HIT
86.883,household02,household22,HIT
86.902,household17,household22,HIT
86.939,household40,household22,HIT
86.949,household11,household22,HIT
86.968,household09,household22,HIT
86.971,household38,household22,HIT
86.995,household20,household22,HIT
87.095,household18,household22,HIT
87.115,household12,household22,HIT
87.121,household07,household22,HIT
87.141,household27,household22,HIT
87.234,household15,household22,HIT
87.242,household16,household22,HIT
87.261,household28,household22,HIT
87.292,household32,household22,HIT
87.355,household08,household22,HIT
87.368,household33,household22,HIT
87.403,household34,household22,HIT
87.431,household22,household22,HIT
87.469,household37,household22,HIT
87.486,household35,household22,HIT
87.503,household31,household22,HIT
87.523,household21,household22,HIT
87.546,household06,household22,HIT
87.577,household26,household22,HIT
87.616,household19,household22,HIT
87.64,household23,household22,HIT
87.66,household10,household22,HIT
87.687,household25,household22,HIT
87.706,household39,household22,HIT
87.778,household29,household22,HIT
87.787,household24,household22,HIT
87.797,household01,household22,HIT
87.829,household14,household22,HIT
87.867,household05,household22,HIT
87.907,household04,household22,HIT
87.912,household02,household22,HIT
87.923,household30,household22,HIT
87.952,household17,household22,HIT
87.957,household13,household22,HIT
87.99,household03,household22,HIT
87.99,household40,household22,HIT
88.025,household11,household22,HIT
88.029,household36,household22,HIT
88.089,household38,household22,HIT
88.107,household20,household22,HIT
88.145,household09,household22,HIT
88.167,household07,household22,HIT
88.185,household27,household22,HIT
88.187,household18,household22,HIT
88.285,household12,household22,HIT
88.317,household32,household22,HIT
88.399,household15,household22,HIT
88.402,household16,household22,HIT
88.406,household28,household22,HIT
88.461,household08,household22,HIT
88.472,household22,household22,HIT
88.505,household33,household22,HIT
88.514,household35,household22,HIT
88.575,household34,household22,HIT
88.582,household31,household22,HIT
88.613,household37,household22,HIT
88.635,household21,household22,HIT
88.667,household19,household22,HIT
88.709,household39,household22,HIT
88.718,household23,household22,HIT
88.736,household06,household22,HIT
88.745,household26,household22,HIT
88.747,household10,household22,HIT
88.784,household29,household22,HIT
88.789,household24,household22,HIT
88.877,household01,household22,HIT
88.884,household25,household22,HIT
88.918,household14,household22,HIT
88.988,household13,household22,HIT
89.024,household02,household22,HIT
89.044,household30,household22,HIT
89.053,household05,household22,HIT
89.072,household03,household22,HIT
89.095,household04,household22,HIT
89.119,household11,household22,HIT
89.128,household40,household22,HIT
89.145,household17,household22,HIT
89.154,household09,household22,HIT
89.172,household36,household22,HIT
89.196,household38,household22,HIT
89.198,household27,household22,HIT
89.214,household20,household22,HIT
89.354,household07,household22,HIT
89.376,household18,household22,HIT
89.382,household32,household22,HIT
89.48,household12,household22,HIT
89.483,household22,household22,HIT
89.484,household16,household22,HIT
89.559,household28,household22,HIT
89.563,household15,household22,HIT
89.598,household34,household22,HIT
89.623,household33,household22,HIT
89.639,household35,household22,HIT
89.654,household08,household22,HIT
89.696,household21,household22,HIT
89.707,household37,household22,HIT
89.741,household06,household22,HIT
89.748,household31,household22,HIT
89.759,household26,household22,HIT
89.761,household19,household22,HIT
89.783,household39,household39,EXPIRED
89.819,household23,household39,HIT
89.819,household24,household39,HIT
89.887,household25,household39,HIT
89.9,household10,household39,HIT
89.907,household29,household39,HIT
89.987,household01,household39,HIT
